Player,OwnCode,Team,Pos,Opp,WLScore,Cmp_Att,PsYds,PsTD,Int,RsAtt,RsYds,RsTD,Rec,RcYds,RcTD,Tgt,2PC,FumL,MiscTD,DefTD,FumR,Sack,Sfty,Blk,PtsAlld,1_39,40_49,50plus,KTot,XP,FFPts
Ezekiel Elliott,SCOT,DAL,RB,LAR,L 30-35,0/0,0.0,0.0,0.0,21.0,85.0,1.0,4.0,54.0,1.0,5.0,0.0,0.0,0.0,,,,,,,,,,,,25.9
Lamar Miller,LOS,HOU,RB,Ten,W 57-14,0/0,0.0,0.0,0.0,19.0,75.0,1.0,4.0,56.0,1.0,5.0,0.0,0.0,0.0,,,,,,,,,,,,25.1
Bilal Powell,GARI,NYJ,RB,Jax,W 23-20,0/0,0.0,0.0,0.0,21.0,163.0,1.0,4.0,27.0,0.0,5.0,0.0,0.0,0.0,,,,,,,,,,,,25.0
Leonard Fournette,BKN,JAC,RB,@NYJ,L 20-23,0/0,0.0,0.0,0.0,24.0,86.0,0.0,4.0,59.0,1.0,5.0,0.0,0.0,0.0,,,,,,,,,,,,20.5
Elijah McGuire,WA (Wed),NYJ,RB,Jax,W 23-20,0/0,0.0,0.0,0.0,10.0,93.0,1.0,2.0,38.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,19.1
J.D. McKissic,WA (Wed),SEA,RB,Ind,W 46-18,0/0,0.0,0.0,0.0,4.0,38.0,1.0,1.0,27.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,18.5
Ameer Abdullah,GARI,DET,RB,@Min,W 14-7,0/0,0.0,0.0,0.0,20.0,94.0,1.0,3.0,15.0,0.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,16.9
LeGarrette Blount,WA (Wed),PHI,RB,@LAC,W 26-24,0/0,0.0,0.0,0.0,16.0,136.0,0.0,1.0,20.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,15.6
Alvin Kamara,WA (Wed),NOR,RB,@Mia,W 20-0,0/0,0.0,0.0,0.0,5.0,25.0,0.0,10.0,71.0,1.0,10.0,0.0,0.0,0.0,,,,,,,,,,,,15.6
Tevin Coleman,DAN,ATL,RB,Buf,L 17-23,0/0,0.0,0.0,0.0,9.0,79.0,0.0,4.0,65.0,0.0,5.0,0.0,0.0,0.0,,,,,,,,,,,,14.4
Giovani Bernard,WA (Wed),CIN,RB,@Cle,W 31-7,0/0,0.0,0.0,0.0,3.0,12.0,0.0,3.0,67.0,1.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,13.9
Wendell Smallwood,WA (Wed),PHI,RB,@LAC,W 26-24,0/0,0.0,0.0,0.0,10.0,34.0,1.0,4.0,45.0,0.0,6.0,0.0,0.0,0.0,,,,,,,,,,,,13.9
Devonta Freeman,GARI,ATL,RB,Buf,L 17-23,0/0,0.0,0.0,0.0,18.0,58.0,1.0,2.0,20.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,13.8
Jordan Howard,DAN,CHI,RB,@GB,L 14-35,0/0,0.0,0.0,0.0,18.0,53.0,1.0,2.0,10.0,0.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,12.3
Kareem Hunt,SCOT,KAN,RB,Wsh,W 29-20,0/0,0.0,0.0,0.0,21.0,101.0,0.0,4.0,20.0,0.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,12.1
Duke Johnson Jr.,WA (Wed),CLE,RB,Cin,L 7-31,0/0,0.0,0.0,0.0,4.0,13.0,1.0,9.0,47.0,0.0,10.0,0.0,0.0,0.0,,,,,,,,,,,,12.0
Austin Ekeler,WA (Wed),LAC,RB,Phi,L 24-26,0/0,0.0,0.0,0.0,1.0,35.0,1.0,2.0,23.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,11.8
Dalvin Cook,SCOT,MIN,RB,Det,L 7-14,0/0,0.0,0.0,0.0,13.0,66.0,1.0,1.0,8.0,0.0,3.0,0.0,1.0,0.0,,,,,,,,,,,,11.4
C.J. Anderson,BLRT,DEN,RB,Oak,W 16-10,0/0,0.0,0.0,0.0,20.0,95.0,0.0,4.0,17.0,0.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,11.2
Wayne Gallman,WA (Wed),NYG,RB,@TB,L 23-25,0/0,0.0,0.0,0.0,11.0,42.0,0.0,2.0,8.0,1.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,11.0
Aaron Jones,WA (Wed),GNB,RB,Chi,W 35-14,0/0,0.0,0.0,0.0,13.0,49.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,10.9
LeSean McCoy,DAN,BUF,RB,@Atl,W 23-17,0/0,0.0,0.0,0.0,20.0,76.0,0.0,3.0,32.0,0.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,10.8
Jacquizz Rodgers,BLRT,TAM,RB,NYG,W 25-23,0/0,0.0,0.0,0.0,16.0,83.0,0.0,2.0,25.0,0.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,10.8
Andre Ellington,WA (Wed),ARI,RB,SF,W 18-15,0/0,0.0,0.0,0.0,5.0,18.0,0.0,9.0,86.0,0.0,14.0,0.0,0.0,0.0,,,,,,,,,,,,10.4
Carlos Hyde,DAN,SFO,RB,@Ari,L 15-18,0/0,0.0,0.0,0.0,16.0,68.0,0.0,5.0,27.0,0.0,6.0,0.0,0.0,0.0,,,,,,,,,,,,9.5
Fozzy Whittaker,WA (Wed),CAR,RB,@NE,W 33-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,34.0,1.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,9.4
Dion Lewis,WA (Wed),NWE,RB,Car,L 30-33,0/0,0.0,0.0,0.0,4.0,18.0,1.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,8.7
Frank Gore,MM,IND,RB,@Sea,L 18-46,0/0,0.0,0.0,0.0,12.0,46.0,0.0,3.0,34.0,0.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,8.0
Alfred Morris,WA (Wed),DAL,RB,LAR,L 30-35,0/0,0.0,0.0,0.0,2.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,7.6
Robert Turbin,WA (Wed),IND,RB,@Sea,L 18-46,0/0,0.0,0.0,0.0,6.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,6.8
Chris Carson,GARI,SEA,RB,Ind,W 46-18,0/0,0.0,0.0,0.0,12.0,42.0,0.0,3.0,24.0,0.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,6.6
Chris Johnson,BLRT,ARI,RB,SF,W 18-15,0/0,0.0,0.0,0.0,13.0,32.0,0.0,3.0,31.0,0.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,6.3
Alex Collins,WA (Wed),BAL,RB,Pit,L 9-26,0/0,0.0,0.0,0.0,9.0,82.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,,,,,,,,,,,,6.2
Mark Ingram,LOS,NOR,RB,@Mia,W 20-0,0/0,0.0,0.0,0.0,14.0,45.0,0.0,4.0,17.0,0.0,8.0,0.0,0.0,0.0,,,,,,,,,,,,6.2
James White,WA (Wed),NWE,RB,Car,L 30-33,0/0,0.0,0.0,0.0,1.0,7.0,0.0,10.0,47.0,0.0,12.0,0.0,0.0,0.0,,,,,,,,,,,,5.4
Jay Ajayi,BKN,MIA,RB,NO,L 0-20,0/0,0.0,0.0,0.0,12.0,46.0,0.0,1.0,8.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,5.4
Eddie Lacy,WA (Wed),SEA,RB,Ind,W 46-18,0/0,0.0,0.0,0.0,11.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,5.2
Mike Gillislee,WA (Wed),NWE,RB,Car,L 30-33,0/0,0.0,0.0,0.0,12.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,4.9
Christian McCaffrey,MM,CAR,RB,@NE,W 33-30,0/0,0.0,0.0,0.0,6.0,16.0,0.0,4.0,33.0,0.0,6.0,0.0,0.0,0.0,,,,,,,,,,,,4.9
Jonathan Stewart,NOG,CAR,RB,@NE,W 33-30,0/0,0.0,0.0,0.0,14.0,68.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,4.8
Tarik Cohen,DAN,CHI,RB,@GB,L 14-35,0/0,0.0,0.0,0.0,6.0,24.0,0.0,4.0,24.0,0.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,4.8
Joe Mixon,MM,CIN,RB,@Cle,W 31-7,0/0,0.0,0.0,0.0,17.0,29.0,0.0,4.0,19.0,0.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,4.8
Jamaal Charles,BLRT,DEN,RB,Oak,W 16-10,0/0,0.0,0.0,0.0,5.0,33.0,0.0,1.0,14.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,4.7
D'Onta Foreman,WA (Wed),HOU,RB,Ten,W 57-14,0/0,0.0,0.0,0.0,13.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,4.5
Chris Ivory,WA (Wed),JAC,RB,@NYJ,L 20-23,0/0,0.0,0.0,0.0,9.0,42.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,4.4
Javorius Allen,GARI,BAL,RB,Pit,L 9-26,0/0,0.0,0.0,0.0,2.0,7.0,0.0,6.0,37.0,0.0,6.0,0.0,0.0,0.0,,,,,,,,,,,,4.4
Charcandrick West,WA (Wed),KAN,RB,Wsh,W 29-20,0/0,0.0,0.0,0.0,1.0,2.0,0.0,5.0,33.0,0.0,5.0,0.0,0.0,0.0,,,,,,,,,,,,3.5
DeMarco Murray,NOG,TEN,RB,@Hou,L 14-57,0/0,0.0,0.0,0.0,7.0,31.0,0.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,3.5
Mike Tolbert,WA (Wed),BUF,RB,@Atl,W 23-17,0/0,0.0,0.0,0.0,8.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,3.1
Corey Clement,WA (Wed),PHI,RB,@LAC,W 26-24,0/0,0.0,0.0,0.0,10.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,3.0
Latavius Murray,WA (Wed),MIN,RB,Det,L 7-14,0/0,0.0,0.0,0.0,7.0,21.0,0.0,2.0,8.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,2.9
Melvin Gordon,GARI,LAC,RB,Phi,L 24-26,0/0,0.0,0.0,0.0,10.0,22.0,0.0,1.0,7.0,0.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,2.9
Ty Montgomery,BKN,GNB,RB,Chi,W 35-14,0/0,0.0,0.0,0.0,5.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,2.8
Isaiah Crowell,BKN,CLE,RB,Cin,L 7-31,0/0,0.0,0.0,0.0,7.0,20.0,0.0,1.0,7.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,2.7
Jalen Richard,WA (Wed),OAK,RB,@Den,L 10-16,0/0,0.0,0.0,0.0,2.0,7.0,0.0,1.0,20.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,2.7
Samaje Perine,WA (Wed),WAS,RB,@KC,L 20-29,0/0,0.0,0.0,0.0,6.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,2.7
Benny Cunningham,WA (Wed),CHI,RB,@GB,L 14-35,0/0,0.0,0.0,0.0,5.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,2.6
Jeremy Hill,WA (Wed),CIN,RB,@Cle,W 31-7,0/0,0.0,0.0,0.0,6.0,16.0,0.0,1.0,10.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,2.6
James Conner,WA (Wed),PIT,RB,@Bal,W 26-9,0/0,0.0,0.0,0.0,4.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,2.6
Shane Vereen,WA (Wed),NYG,RB,@TB,L 23-25,0/0,0.0,0.0,0.0,5.0,14.0,0.0,1.0,11.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,2.5
Rob Kelley,DAN,WAS,RB,@KC,L 20-29,0/0,0.0,0.0,0.0,7.0,23.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,2.3
Kyle Juszczyk,WA (Wed),SFO,RB,@Ari,L 15-18,0/0,0.0,0.0,0.0,1.0,8.0,0.0,3.0,15.0,0.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,2.3
Charles Sims,WA (Wed),TAM,RB,NYG,W 25-23,0/0,0.0,0.0,0.0,1.0,14.0,0.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,2.1
Matt Breida,WA (Wed),SFO,RB,@Ari,L 15-18,0/0,0.0,0.0,0.0,9.0,16.0,0.0,1.0,4.0,0.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,2.0
Paul Perkins,WA (Wed),NYG,RB,@TB,L 23-25,0/0,0.0,0.0,0.0,9.0,13.0,0.0,1.0,6.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,1.9
Ryan Hewitt,WA (Wed),CIN,RB,@Cle,W 31-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,1.6
Jamize Olawale,WA (Wed),OAK,RB,@Den,L 10-16,0/0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,13.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,1.5
James Develin,WA (Wed),NWE,RB,Car,L 30-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,1.4
Tommy Bohanon,WA (Wed),JAC,RB,@NYJ,L 20-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,1.4
Malcolm Brown,WA (Wed),LAR,RB,@Dal,W 35-30,0/0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,14.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,1.4
Devontae Booker,WA (Wed),DEN,RB,Oak,W 16-10,0/0,0.0,0.0,0.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,1.4
Jamaal Williams,WA (Wed),GNB,RB,Chi,W 35-14,0/0,0.0,0.0,0.0,4.0,11.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,1.3
Marshawn Lynch,LOS,OAK,RB,@Den,L 10-16,0/0,0.0,0.0,0.0,9.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,1.2
Theo Riddick,NOG,DET,RB,@Min,W 14-7,0/0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,8.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,1.2
Alfred Blue,WA (Wed),HOU,RB,Ten,W 57-14,0/0,0.0,0.0,0.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,1.2
Derrick Coleman,WA (Wed),ATL,RB,Buf,L 17-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,1.1
Matt Jones,WA (Wed),IND,RB,@Sea,L 18-46,0/0,0.0,0.0,0.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,1.1
Kenyan Drake,WA (Wed),MIA,RB,NO,L 0-20,0/0,0.0,0.0,0.0,1.0,6.0,0.0,2.0,5.0,0.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,1.1
Aaron Ripkowski,WA (Wed),GNB,RB,Chi,W 35-14,0/0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,6.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,1.0
Kerwynn Williams,WA (Wed),ARI,RB,SF,W 18-15,0/0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,10.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,0.9
Chris Thompson,DAN,WAS,RB,@KC,L 20-29,0/0,0.0,0.0,0.0,6.0,23.0,0.0,1.0,4.0,0.0,2.0,0.0,1.0,0.0,,,,,,,,,,,,0.7
Derrick Henry,SCOT,TEN,RB,@Hou,L 14-57,0/0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.7
Adrian Peterson,WA (Wed),NOR,RB,@Mia,W 20-0,0/0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.4
Corey Grant,WA (Wed),JAC,RB,@NYJ,L 20-23,0/0,0.0,0.0,0.0,2.0,9.0,0.0,1.0,-5.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,0.4
DeAndre Washington,WA (Wed),OAK,RB,@Den,L 10-16,0/0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,0.4
Branden Oliver,WA (Wed),LAC,RB,Phi,L 24-26,0/0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,0.3
David Fluellen,WA (Wed),TEN,RB,@Hou,L 14-57,0/0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.3
Peyton Barber,WA (Wed),TAM,RB,NYG,W 25-23,0/0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.2
Matthew Dayes,WA (Wed),CLE,RB,Cin,L 7-31,0/0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.2
Damien Williams,WA (Wed),MIA,RB,NO,L 0-20,0/0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,0.1
Terrell Watson,WA (Wed),PIT,RB,@Bal,W 26-9,0/0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.1
Elijhaa Penny,WA (Wed),ARI,RB,SF,W 18-15,0/0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.1
Steven Jackson,WA (Wed),NWE,RB,Car,L 30-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Darren Sproles,WA (Wed),PHI,RB,@LAC,W 26-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
John Kuhn,WA (Wed),NOR,RB,@Mia,W 20-0,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Reggie Bush,WA (Wed),BUF,RB,@Atl,W 23-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
DeAngelo Williams,WA (Wed),PIT,RB,@Bal,W 26-9,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Fred Jackson,WA (Wed),SEA,RB,Ind,W 46-18,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Ahmad Bradshaw,WA (Wed),IND,RB,@Sea,L 18-46,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Pierre Thomas,WA (Wed),WAS,RB,@KC,L 20-29,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Darren McFadden,SCOT,DAL,RB,LAR,L 30-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Matt Forte,NOG,NYJ,RB,Jax,W 23-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Jerome Felton,WA (Wed),BUF,RB,@Atl,W 23-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Tim Hightower,WA (Wed),SFO,RB,@Ari,L 15-18,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Justin Forsett,WA (Wed),DEN,RB,Oak,W 16-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Marcel Reece,WA (Wed),SEA,RB,Ind,W 46-18,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Danny Woodhead,LOS,BAL,RB,Pit,L 9-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Donald Brown,WA (Wed),NWE,RB,Car,L 30-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Arian Foster,WA (Wed),MIA,RB,NO,L 0-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Rashad Jennings,WA (Wed),NYG,RB,@TB,L 23-25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Jorvorskie Lane,WA (Wed),TAM,RB,NYG,W 25-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Cedric Peerman,WA (Wed),CIN,RB,@Cle,W 31-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Marcus Thigpen,WA (Wed),BUF,RB,@Atl,W 23-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Darrel Young,WA (Wed),CAR,RB,@NE,W 33-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Antone Smith,WA (Wed),TAM,RB,NYG,W 25-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
C.J. Spiller,WA (Wed),KAN,RB,Wsh,W 29-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Ryan Mathews,WA (Wed),PHI,RB,@LAC,W 26-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Dexter McCluster,WA (Wed),LAC,RB,Phi,L 24-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Ben Tate,WA (Wed),PIT,RB,@Bal,W 26-9,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Toby Gerhart,WA (Wed),JAC,RB,@NYJ,L 20-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Boobie Dixon,WA (Wed),BUF,RB,@Atl,W 23-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
James Starks,WA (Wed),GNB,RB,Chi,W 35-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Joique Bell,WA (Wed),DET,RB,@Min,W 14-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Tyler Clutts,WA (Wed),DAL,RB,LAR,L 30-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Stevan Ridley,WA (Wed),DEN,RB,Oak,W 16-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Ryan Williams,WA (Wed),DAL,RB,LAR,L 30-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Daniel Thomas,WA (Wed),MIA,RB,NO,L 0-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Anthony Sherman,WA (Wed),KAN,RB,Wsh,W 29-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Kendall Hunter,WA (Wed),NOR,RB,@Mia,W 20-0,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Taiwan Jones,WA (Wed),BUF,RB,@Atl,W 23-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Jordan Todman,WA (Wed),HOU,RB,Ten,W 57-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Roy Helu Jr.,WA (Wed),OAK,RB,@Den,L 10-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
DuJuan Harris,WA (Wed),JAC,RB,@NYJ,L 20-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Matt Asiata,WA (Wed),DET,RB,@Min,W 14-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
