Player,Team,Pos,Opp,GameTime,Cmp_Att,PsYds,PsTD,Int,RsAtt,RsYds,RsTD,Rec,RcYds,RcTD,1_39,40_49,50plus,KTot,XP,FFPts
Tyler Ervin,HOU,RB,Chi,W 23-14,0/0,0.0,0.0,0.0,3.7,15.0,0.1,0.8,5.9,0.0,,,,,,1.9
Mike Gillislee,BUF,RB,@Bal,L 7-13,0/0,0.0,0.0,0.0,4.0,16.7,0.1,0.4,3.0,0.0,,,,,,1.9
Robert Turbin,IND,RB,Det,L 35-39,0/0,0.0,0.0,0.0,4.3,17.7,0.1,1.1,9.0,0.1,,,,,,1.9
Fitzgerald Toussaint,PIT,RB,@Wsh,W 38-16,0/0,0.0,0.0,0.0,4.3,17.9,0.1,1.2,8.9,0.0,,,,,,1.9
Travaris Cadet,NOR,RB,Oak,L 34-35,0/0,0.0,0.0,0.0,2.0,7.6,0.1,2.2,15.6,0.1,,,,,,1.8
Fozzy Whittaker,CAR,RB,@Den,L 20-21,0/0,0.0,0.0,0.0,5.2,18.7,0.1,0.9,5.9,0.0,,,,,,1.8
Kyle Juszczyk,BAL,RB,Buf,W 13-7,0/0,0.0,0.0,0.0,0.1,0.5,0.0,1.8,14.8,0.1,,,,,,1.7
Zach Zenner,DET,RB,@Ind,W 39-35,0/0,0.0,0.0,0.0,3.3,14.6,0.1,0.3,2.4,0.0,,,,,,1.7
Kenjon Barner,PHI,RB,Cle,W 29-10,0/0,0.0,0.0,0.0,2.5,11.5,0.1,0.5,3.8,0.0,,,,,,1.6
Brandon Bolden,NWE,RB,@Ari,W 23-21,0/0,0.0,0.0,0.0,3.5,13.8,0.1,0.8,6.0,0.0,,,,,,1.5
Lance Dunbar,DAL,RB,NYG,L 19-20,0/0,0.0,0.0,0.0,1.9,8.5,0.0,1.4,12.6,0.1,,,,,,1.5
Alfred Blue,HOU,RB,Chi,W 23-14,0/0,0.0,0.0,0.0,2.9,11.0,0.1,0.3,2.0,0.0,,,,,,1.5
Denard Robinson,JAC,RB,GB,L 23-27,0/0,0.0,0.0,0.0,4.8,19.1,0.1,0.7,5.5,0.0,,,,,,1.4
Mike Tolbert,CAR,RB,@Den,L 20-21,0/0,0.0,0.0,0.0,2.9,9.7,0.1,0.9,6.7,0.0,,,,,,0.8
Jamize Olawale,OAK,RB,@NO,W 35-34,0/0,0.0,0.0,0.0,1.1,5.3,0.0,1.1,8.8,0.1,,,,,,0.6
Andre Ellington,ARI,RB,NE,L 21-23,0/0,0.0,0.0,0.0,2.4,9.8,0.1,1.1,9.6,0.0,,,,,,0.6
Knile Davis,KAN,RB,SD,W 33-27,0/0,0.0,0.0,0.0,1.5,6.3,0.1,0.2,1.8,0.0,,,,,,0.6
Jordan Howard,CHI,RB,@Hou,L 14-23,0/0,0.0,0.0,0.0,2.5,9.7,0.1,0.5,3.3,0.0,,,,,,0.5
Mike Davis,SFO,RB,LA,W 28-0,0/0,0.0,0.0,0.0,2.2,8.2,0.1,0.5,3.6,0.0,,,,,,0.4
Damien Williams,MIA,RB,@Sea,L 10-12,0/0,0.0,0.0,0.0,2.8,9.4,0.1,0.6,3.6,0.0,,,,,,0.4
Matt Asiata,MIN,RB,@Ten,W 25-16,0/0,0.0,0.0,0.0,0.9,3.3,0.0,0.7,5.5,0.0,,,,,,0.4
Josh Ferguson,IND,RB,Det,L 35-39,0/0,0.0,0.0,0.0,1.7,6.7,0.0,0.5,4.1,0.0,,,,,,0.3
Jordan Todman,IND,RB,Det,L 35-39,0/0,0.0,0.0,0.0,1.4,6.1,0.0,0.3,2.0,0.0,,,,,,0.3
Kenyan Drake,MIA,RB,@Sea,L 10-12,0/0,0.0,0.0,0.0,2.3,7.7,0.0,0.8,5.4,0.0,,,,,,0.3
Zach Line,MIN,RB,@Ten,W 25-16,0/0,0.0,0.0,0.0,0.4,1.4,0.0,0.4,3.6,0.0,,,,,,0.3
Antonio Andrews,TEN,RB,Min,L 16-25,0/0,0.0,0.0,0.0,1.3,5.2,0.0,0.2,1.6,0.0,,,,,,0.3
Alex Collins,SEA,RB,Mia,W 12-10,0/0,0.0,0.0,0.0,1.5,6.1,0.0,0.0,0.0,0.0,,,,,,0.3
John Kuhn,NOR,RB,Oak,L 34-35,0/0,0.0,0.0,0.0,0.5,1.6,0.0,0.2,1.1,0.0,,,,,,0.2
Jalen Richard,OAK,RB,@NO,W 35-34,0/0,0.0,0.0,0.0,1.1,5.1,0.0,0.3,2.3,0.0,,,,,,0.2
Marcus Murphy,NOR,RB,Oak,L 34-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.2
Patrick DiMarco,ATL,RB,TB,L 24-31,0/0,0.0,0.0,0.0,0.1,0.4,0.0,0.6,4.2,0.0,,,,,,0.2
Ryan Hewitt,CIN,RB,@NYJ,W 23-22,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,4.9,0.0,,,,,,0.2
Paul Perkins,NYG,RB,@Dal,W 20-19,0/0,0.0,0.0,0.0,1.3,5.3,0.0,0.1,1.1,0.0,,,,,,0.2
Kapri Bibbs,DEN,RB,Car,W 21-20,0/0,0.0,0.0,0.0,1.3,4.8,0.0,0.2,1.5,0.0,,,,,,0.2
Jonathan Grimes,HOU,RB,Chi,W 23-14,0/0,0.0,0.0,0.0,0.7,2.8,0.0,0.5,3.9,0.0,,,,,,0.2
Malcolm Brown,LAR,RB,@SF,L 0-28,0/0,0.0,0.0,0.0,0.9,3.6,0.0,0.2,1.8,0.0,,,,,,0.2
George Atkinson III,CLE,RB,@Phi,L 10-29,0/0,0.0,0.0,0.0,1.0,3.8,0.0,0.1,0.9,0.0,,,,,,0.2
Aaron Ripkowski,GNB,RB,@Jax,W 27-23,0/0,0.0,0.0,0.0,0.3,0.8,0.0,0.3,2.0,0.0,,,,,,0.2
James Develin,NWE,RB,@Ari,W 23-21,0/0,0.0,0.0,0.0,0.5,1.5,0.0,0.3,1.9,0.0,,,,,,0.2
Rex Burkhead,CIN,RB,@NYJ,W 23-22,0/0,0.0,0.0,0.0,0.5,1.9,0.0,0.5,3.4,0.0,,,,,,0.2
Wendell Smallwood,PHI,RB,Cle,W 29-10,0/0,0.0,0.0,0.0,0.5,2.2,0.0,0.2,1.9,0.0,,,,,,0.2
Dwayne Washington,DET,RB,@Ind,W 39-35,0/0,0.0,0.0,0.0,0.5,2.3,0.0,0.3,2.4,0.0,,,,,,0.2
Anthony Sherman,KAN,RB,SD,W 33-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,3.6,0.0,,,,,,0.1
Michael Burton,DET,RB,@Ind,W 39-35,0/0,0.0,0.0,0.0,0.1,0.4,0.0,0.3,2.3,0.0,,,,,,0.1
Isaiah Pead,MIA,RB,@Sea,L 10-12,0/0,0.0,0.0,0.0,0.9,3.4,0.0,0.3,1.8,0.0,,,,,,0.1
Kenneth Farrow,SDG,RB,@KC,L 27-33,0/0,0.0,0.0,0.0,1.1,4.5,0.0,0.3,2.1,0.0,,,,,,0.1
Taiwan Jones,OAK,RB,@NO,W 35-34,0/0,0.0,0.0,0.0,0.2,1.0,0.0,0.3,2.3,0.0,,,,,,0.1
Jhurell Pressley,GNB,RB,@Jax,W 27-23,0/0,0.0,0.0,0.0,0.8,2.9,0.0,0.0,0.0,0.0,,,,,,0.1
Jalston Fowler,TEN,RB,Min,L 16-25,0/0,0.0,0.0,0.0,0.1,0.5,0.0,0.2,1.6,0.0,,,,,,0.1
Andy Janovich,DEN,RB,Car,W 21-20,0/0,0.0,0.0,0.0,0.1,0.4,0.0,0.2,1.5,0.0,,,,,,0.1
Daryl Richardson,PIT,RB,@Wsh,W 38-16,0/0,0.0,0.0,0.0,0.7,2.9,0.0,0.0,0.0,0.0,,,,,,0.1
Cory Harkey,LAR,RB,@SF,L 0-28,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,3.5,0.0,,,,,,0.1
Malcolm Johnson,CLE,RB,@Phi,L 10-29,0/0,0.0,0.0,0.0,0.1,0.4,0.0,0.2,1.8,0.0,,,,,,0.1
Jay Prosch,HOU,RB,Chi,W 23-14,0/0,0.0,0.0,0.0,0.3,1.0,0.0,0.0,0.0,0.0,,,,,,0.1
Corey Grant,JAC,RB,GB,L 23-27,0/0,0.0,0.0,0.0,0.2,0.9,0.0,0.0,0.0,0.0,,,,,,0.1
Daniel Lasco,NOR,RB,Oak,L 34-35,0/0,0.0,0.0,0.0,0.3,1.0,0.0,0.2,1.1,0.0,,,,,,0.1
D.J. Foster,NWE,RB,@Ari,W 23-21,0/0,0.0,0.0,0.0,0.2,0.9,0.0,0.3,2.0,0.0,,,,,,0.1
Bobby Rainey,NYG,RB,@Dal,W 20-19,0/0,0.0,0.0,0.0,0.1,0.5,0.0,0.0,0.0,0.0,,,,,,0.1
Roosevelt Nix,PIT,RB,@Wsh,W 38-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.1,0.0,,,,,,0.1
Chase Reynolds,LAR,RB,@SF,L 0-28,0/0,0.0,0.0,0.0,0.3,1.1,0.0,0.0,0.0,0.0,,,,,,0.1
Stepfan Taylor,ARI,RB,NE,L 21-23,0/0,0.0,0.0,0.0,0.1,0.4,0.0,0.1,1.0,0.0,,,,,,0.0
Darius Jackson,DAL,RB,NYG,L 19-20,0/0,0.0,0.0,0.0,0.3,1.1,0.0,0.0,0.0,0.0,,,,,,0.0
Derek Watt,SDG,RB,@KC,L 27-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,,,,,,0.0
Julian Howsare,NYJ,RB,Cin,L 22-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.8,0.0,,,,,,0.0
Glenn Gronkowski,BUF,RB,@Bal,L 7-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.7,0.0,,,,,,0.0
DuJuan Harris,SFO,RB,LA,W 28-0,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.8,0.0,,,,,,0.0
Steven Jackson,NWE,RB,@Ari,W 23-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Fred Jackson,SEA,RB,Mia,W 12-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Marshawn Lynch,SEA,RB,Mia,W 12-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Ahmad Bradshaw,IND,RB,Det,L 35-39,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Pierre Thomas,WAS,RB,Pit,L 16-38,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Darren McFadden,DAL,RB,NYG,L 19-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Ray Rice,FA,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Jamaal Charles,KAN,RB,SD,W 33-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Jerome Felton,BUF,RB,@Bal,L 7-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Marcel Reece,OAK,RB,@NO,W 35-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Donald Brown,NWE,RB,@Ari,W 23-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Jorvorskie Lane,TAM,RB,@Atl,W 31-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Knowshon Moreno,FA,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Cedric Peerman,CIN,RB,@NYJ,W 23-22,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Marcus Thigpen,BUF,RB,@Bal,L 7-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Darrel Young,CHI,RB,@Hou,L 14-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Antone Smith,NYJ,RB,Cin,L 22-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
C.J. Spiller,SEA,RB,Mia,W 12-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Dexter McCluster,SDG,RB,@KC,L 27-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Ben Tate,PIT,RB,@Wsh,W 38-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Toby Gerhart,JAC,RB,GB,L 23-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Boobie Dixon,BUF,RB,@Bal,L 7-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Joique Bell,CHI,RB,@Hou,L 14-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Chris Ivory,JAC,RB,GB,L 23-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Tyler Clutts,DAL,RB,NYG,L 19-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Stevan Ridley,IND,RB,Det,L 35-39,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Ryan Williams,DAL,RB,NYG,L 19-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Daniel Thomas,MIA,RB,@Sea,L 10-12,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Kendall Hunter,NOR,RB,Oak,L 34-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Roy Helu Jr.,OAK,RB,@NO,W 35-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Jacquizz Rodgers,TAM,RB,@Atl,W 31-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Dion Lewis,NWE,RB,@Ari,W 23-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Will Johnson,NYG,RB,@Dal,W 20-19,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Trent Richardson,BAL,RB,Buf,W 13-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Chris Polk,HOU,RB,Chi,W 23-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
LaMike James,MIA,RB,@Sea,L 10-12,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Bernard Pierce,NYJ,RB,Cin,L 22-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Ronnie Hillman,MIN,RB,@Ten,W 25-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Cyrus Gray,ATL,RB,TB,L 24-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Vick Ballard,NOR,RB,Oak,L 34-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Daniel Herron,BUF,RB,@Bal,L 7-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Bryce Brown,SEA,RB,Mia,W 12-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Derrick Coleman,SEA,RB,Mia,W 12-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Jonas Gray,JAC,RB,GB,L 23-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Montee Ball,FA,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Le'Veon Bell,PIT,RB,@Wsh,W 38-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Mike James,TAM,RB,@Atl,W 31-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Tommy Bohanon,NYJ,RB,Cin,L 22-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Zac Stacy,NYJ,RB,Cin,L 22-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Joseph Randle,FA,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Kerwynn Williams,ARI,RB,NE,L 21-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Kendall Gaskins,SFO,RB,LA,W 28-0,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Steven Miller,DET,RB,@Ind,W 39-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
George Winn,DET,RB,@Ind,W 39-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Khiry Robinson,NYJ,RB,Cin,L 22-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Dri Archer,BUF,RB,@Bal,L 7-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Tre Mason,LAR,RB,@SF,L 0-28,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Bishop Sankey,TEN,RB,Min,L 16-25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Tyler Gaffney,NWE,RB,@Ari,W 23-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Storm Johnson,TAM,RB,@Atl,W 31-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Lache Seastrunk,NYJ,RB,Cin,L 22-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Andre Williams,SDG,RB,@KC,L 27-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Lorenzo Taliaferro,BAL,RB,Buf,W 13-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Marion Grice,ARI,RB,NE,L 21-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Juwan Thompson,DEN,RB,Car,W 21-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Branden Oliver,SDG,RB,@KC,L 27-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Darrin Reaves,KAN,RB,SD,W 33-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Silas Redd,WAS,RB,Pit,L 16-38,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Trey Watts,LAR,RB,@SF,L 0-28,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Austin Johnson,NOR,RB,Oak,L 34-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Senorise Perry,CHI,RB,@Hou,L 14-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Glenn Winston,CLE,RB,@Phi,L 10-29,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Joey Iosefa,NWE,RB,@Ari,W 23-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Jay Ajayi,MIA,RB,@Sea,L 10-12,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
David Cobb,TEN,RB,Min,L 16-25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Karlos Williams,BUF,RB,@Bal,L 7-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Javorius Allen,BAL,RB,Buf,W 13-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Kenny Hilliard,HOU,RB,Chi,W 23-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Josh Robinson,IND,RB,Det,L 35-39,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Tyler Varga,IND,RB,Det,L 35-39,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Cameron Artis-Payne,CAR,RB,@Den,L 20-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Michael Dyer,OAK,RB,@NO,W 35-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
John Crockett,GNB,RB,@Jax,W 27-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Terrence Magee,SEA,RB,Mia,W 12-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Gus Johnson,SDG,RB,@KC,L 27-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Terron Ward,ATL,RB,TB,L 24-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Jarryd Hayne,SFO,RB,LA,W 28-0,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Brandon Wegher,CAR,RB,@Den,L 20-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Alonzo Harris,GNB,RB,@Jax,W 27-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Nikita Whitlock,NYG,RB,@Dal,W 20-19,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Raheem Mostert,CHI,RB,@Hou,L 14-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Rod Smith,DAL,RB,NYG,L 19-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Trey Williams,IND,RB,Det,L 35-39,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Akeem Hunt,HOU,RB,Chi,W 23-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Kenneth Dixon,BAL,RB,Buf,W 13-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Jonathan Williams,BUF,RB,@Bal,L 7-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Kelvin Taylor,SFO,RB,LA,W 28-0,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Keith Marshall,WAS,RB,Pit,L 16-38,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Zac Brooks,SEA,RB,Mia,W 12-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Terrell Watson,CLE,RB,@Phi,L 10-29,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Brandon Wilds,ATL,RB,TB,L 24-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Byron Marshall,PHI,RB,Cle,W 29-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
James Wilder Jr.,BUF,RB,@Bal,L 7-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Dreamius Smith,SDG,RB,@KC,L 27-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Devon Johnson,CAR,RB,@Den,L 20-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Troymaine Pope,NYJ,RB,Cin,L 22-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Joe Banyard,JAC,RB,GB,L 23-27,0/0,0.0,0.0,0.0,1.1,4.4,0.0,0.4,2.7,0.0,,,,,,-0.0
Peyton Barber,TAM,RB,@Atl,W 31-24,--/--,,,,,,,,,,,,,,,
Antonio Brown,PIT,WR,@Wsh,W 38-16,0/0,0.0,0.0,0.0,0.2,1.5,0.0,8.8,118.6,0.6,,,,,,15.1
Odell Beckham Jr.,NYG,WR,@Dal,W 20-19,0/0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,100.8,0.6,,,,,,13.6
Julio Jones,ATL,WR,TB,L 24-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,109.5,0.5,,,,,,13.0
DeAndre Hopkins,HOU,WR,Chi,W 23-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,87.3,0.5,,,,,,11.2
Allen Robinson,JAC,WR,GB,L 23-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,82.6,0.5,,,,,,11.0
Dez Bryant,DAL,WR,NYG,L 19-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,72.2,0.6,,,,,,10.4
A.J. Green,CIN,WR,@NYJ,W 23-22,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,78.5,0.5,,,,,,10.1
Sammy Watkins,BUF,WR,@Bal,L 7-13,0/0,0.0,0.0,0.0,0.1,0.9,0.0,4.6,73.2,0.5,,,,,,10.1
Amari Cooper,OAK,WR,@NO,W 35-34,0/0,0.0,0.0,0.0,0.2,1.5,0.0,5.6,79.2,0.5,,,,,,10.1
Jordy Nelson,GNB,WR,@Jax,W 27-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,72.4,0.5,,,,,,9.9
Brandon Marshall,NYJ,WR,Cin,L 22-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,72.6,0.5,,,,,,9.9
T.Y. Hilton,IND,WR,Det,L 35-39,0/0,0.0,0.0,0.0,0.1,0.8,0.0,4.7,74.8,0.5,,,,,,9.8
